UniqueCount	AmbigCount
0	46
0	8
0	771
0	0
0	3
0	1
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
10	127
0	4
1	5
0	13
0	1
0	54
82	84
0	66
0	9
0	10
75	9
0	6
0	72
2	42
0	0
18	86
0	0
0	0
0	9
0	1117
0	296
2	324
0	278
0	296
0	249
54	77
1	1
0	143
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	8
1	13
0	1
0	5
5	2
0	139
0	81
0	78
0	73
0	50
0	35
0	25
1	52
0	46
5	12
0	17
0	6
2	2
0	8
0	65
2	3
0	0
0	0
0	79
0	108
0	1
0	0
0	5
0	0
0	2
2	15
0	3
0	0
0	12
0	1
0	0
0	6
0	9
0	1
0	5
0	0
0	0
4	5297
60	50971
29	310523
0	38
3	18141
0	28
140	56779
6	43193
0	0
0	80
16	816
0	4
0	0
0	0
0	11
0	8
0	9
0	10
0	9
0	16
0	10
0	8
0	8
0	16
0	9
0	9
0	9
0	10
0	16
0	12
8	2
0	6
4	6
0	8
0	0
0	0
0	0
0	2
0	2
0	1
0	1
0	1
0	1
1	15
2	6
4	7
0	0
0	5
0	4
2	4
0	4
1	5
66	207
7	17
0	208
9	24
0	213
0	15
0	217
3	48
0	76
1	24
0	28
1	0
0	23
0	88
0	131
0	16
0	32
0	73
0	0
0	67
1	0
0	5
0	0
0	0
4	12
19	24
0	1
24	1
0	42
0	9
0	30
0	0
0	0
6	0
57	3
0	3
173	89
0	63
3	26
104	60
0	18
0	1221
0	1131
0	1050
0	1113
0	1188
4	1172
0	1141
1	1224
0	1080
11	1193
34	704
5	14
0	268
20	70
8	129
263	2405
2	953
35	2231
0	0
20	677
10	93
83	191
0	204
21	48
16	54
24	1
9	121
2	96
5	107
0	15
0	21
0	26
1	26
0	26
14	0
25	223
21	200
35	190
6	107
0	964
1	786
440	963
0	2
3	0
12	9302
0	8811
0	8043
0	8534
0	364
6	475
8	289
1	30
16	303
95	2029
0	82
13	61
8	61
0	61
5	0
10	48
1	41
9	0
3	0
1	302
1	288
0	322
0	325
30	231
0	294
4	311
0	59
2	215
1	148
1	111
0	117
1	71
3	44
0	28
0	41
0	23
0	30
0	17
5	8
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2983
10	2736
0	2735
1	2511
35	1582
5	1272
0	747
0	688
814	0
0	5
0	2
1	4
0	4
0	1
5	4
1	723
0	767
0	727
3	475
0	538
0	399
0	459
0	115
0	422
6	289
0	99
0	120
0	192
1	177
1	174
0	6
0	74
1	78
0	146
24	0
2	0
12	0
0	87
0	75
11	91
0	91
1	10
0	82
1	0
3	21
16	454
25	492
3	362
0	300
6	20
0	53
1	68
6	8
26	83
0	42
10	17
0	26
0	1
0	0
16	258
5	92
0	30
0	145
1	133
0	684
0	680
0	856
0	1074
0	1075
0	229
0	946
0	1154
0	857
42	783
3	484
0	784
0	1075
0	894
0	773
0	982
0	985
0	349
1	210
3	150
0	807
0	239
0	310
0	299
3	217
0	226
0	361
0	42
3	102
0	361
1	251
1	195
1	261
0	228
0	228
0	19
4	12
0	128
0	272
0	191
2	108
0	175
0	140
0	116
0	107
0	86
0	90
0	5
0	8
0	1
0	0
8	0
4	139
189	171
1	45
17	0
0	1643
54	1631
0	1190
0	299
0	391
6	195
3	100
13	132
0	0
0	32
2	42
0	46
0	35
2	46
0	20
0	17
2	8
5	0
0	0
4	1580
229	1478
12	1471
57	1563
30	262
1	106
1	0
0	1312
13	1814
1	1363
1	882
0	2645
2	1664
0	1059
6	2210
0	2104
0	892
4	1297
0	360
5	390
1	324
4	406
0	738
14	70
6	328
3	27
0	132
0	286
2	269
0	260
0	286
0	16
0	23
1	256
4	246
0	95
233	1490
1	591
38	1143
24	64
11	900
3	418
0	2
25	129
0	4
0	4
0	4
0	0
0	0
1	0
1	0
0	1
0	1
0	0
0	0
0	108
17	452
89	560
0	38
3	65
0	0
1	0
0	296
0	148
0	187
1	70
2	68
3	63
2	1
0	1
1	946
3	751
0	882
0	711
0	769
0	9
0	123
1	199
0	4
0	4
5	0
429	2064
10	1387
0	684
53	291
0	5
7	56
0	0
202	0
9	0
55	4
3	340
0	354
0	308
0	355
8	344
2	330
0	347
16	42
0	32
8	347
1	45
0	282
0	53
1	15
1	37
0	342
0	218
0	23
0	303
1	282
1	12
2	9
0	277
2	41
0	12
0	14
6	45
0	128
0	112
3	65
0	23
0	23
0	0
0	4
4	2
0	4
