UniqueCount	AmbigCount
0	17
0	0
0	383
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	47
0	0
0	1
0	4
0	2
0	36
3	0
1	61
0	11
0	12
71	11
0	9
0	34
3	5
0	1
2	22
0	0
0	0
0	0
0	450
0	70
1	81
0	75
0	81
0	67
10	28
0	0
0	32
0	1
0	1
0	1
0	0
0	6
0	0
0	2
2	3
0	14
0	3
0	4
4	12
0	193
0	113
0	101
0	118
0	50
0	45
3	15
0	60
0	47
1	16
0	19
0	4
0	8
0	9
0	19
1	9
0	0
0	0
0	0
0	122
0	0
0	0
0	0
8	0
0	0
3	15
0	0
0	0
0	12
0	2
0	0
0	2
0	5
0	3
0	5
0	0
0	0
1	10768
61	102446
2	166432
23	0
1	40093
0	84
247	122431
0	23907
0	0
0	0
6	740
0	4
0	0
0	0
0	1
0	0
0	1
0	0
0	1
1	5
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	14
0	9
4	1
0	4
0	4
0	1
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	39
0	1
1	1
0	0
2	1
0	1
0	2
0	1
0	1
18	110
10	20
1	128
4	4
1	112
0	12
0	112
0	26
0	48
0	4
0	4
0	6
0	3
0	57
0	92
0	3
0	3
0	54
0	7
0	56
0	7
0	1
0	16
0	7
1	0
10	10
0	0
0	0
0	3
0	2
0	2
0	0
0	0
0	0
7	2
0	1
1	0
0	0
0	0
0	0
0	0
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	8
0	0
0	0
0	0
0	0
85	1774
1	1176
53	1779
0	0
0	351
19	19
23	75
0	98
20	32
0	23
5	4
88	131
12	103
2	126
0	3
0	18
0	1
0	1
0	1
1	0
1	11
4	7
14	7
0	2
0	68
1	38
12	68
0	0
0	0
0	3483
0	3218
0	2942
0	3207
0	5
59	190
1	158
1	12
18	17
369	1226
0	76
0	14
1	14
0	14
0	0
0	11
0	9
0	0
27	0
0	76
0	68
0	80
0	78
18	66
0	77
2	79
0	15
0	50
0	24
0	22
0	24
0	6
0	3
0	4
0	5
0	2
1	3
1	0
0	1
0	0
0	0
0	0
0	0
33	0
0	0
0	0
0	0
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1818
0	1618
0	1613
0	1546
24	708
5	382
0	828
0	584
130	0
0	0
2	0
0	0
0	0
1	0
0	0
0	247
0	267
0	248
1	205
0	207
0	218
0	207
0	53
0	196
0	160
0	89
0	56
0	61
0	40
0	27
0	5
0	4
0	19
1	15
6	2
0	1
0	1
0	8
0	8
1	8
0	8
0	1
0	7
0	0
0	4
15	269
1	295
16	168
0	146
2	18
1	25
0	39
3	14
25	89
0	52
12	30
0	19
0	0
0	0
5	100
1	7
0	1
0	47
8	69
0	169
0	412
0	243
0	524
0	526
0	45
0	283
0	569
0	242
19	227
3	111
0	205
0	521
1	247
0	192
0	521
0	513
0	81
1	39
1	28
0	473
0	49
0	77
0	95
0	59
0	81
0	388
0	6
0	51
0	373
0	138
0	94
0	324
0	287
0	289
0	3
1	4
0	220
0	371
0	290
12	118
0	134
0	258
0	100
0	84
0	197
