UniqueCount	AmbigCount
1	55
0	7
0	558
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	61
0	0
0	1
0	6
0	1
0	29
55	72
3	57
0	10
0	9
43	9
0	4
0	50
1	33
0	0
14	60
0	0
0	0
0	6
0	766
0	179
1	186
0	178
0	181
0	163
44	35
0	1
0	82
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	9
0	0
0	1
6	4
0	70
0	47
0	43
0	43
0	28
0	26
0	21
0	34
0	32
3	9
0	9
0	4
0	2
1	4
0	26
4	8
0	0
0	0
0	55
0	88
0	1
0	0
0	0
0	1
0	7
1	15
0	0
0	0
0	6
0	0
0	0
0	0
0	1
0	0
0	3
0	0
0	0
3	2282
27	20245
11	139672
0	26
1	7865
0	12
45	22219
4	17344
0	0
0	55
9	596
0	4
0	0
0	0
0	15
0	15
0	15
0	13
0	15
0	17
0	14
0	15
0	15
0	23
0	15
0	15
0	15
0	13
0	17
0	13
3	0
0	2
2	2
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	14
0	2
2	2
0	0
1	2
0	1
1	3
1	2
0	7
39	134
0	19
0	138
0	18
0	131
0	17
0	134
1	34
0	44
0	16
0	19
0	1
0	20
0	55
0	78
0	7
0	22
0	50
0	1
0	42
2	1
0	8
0	1
0	1
0	10
11	17
0	0
15	0
0	20
0	8
0	13
0	1
0	0
3	0
31	1
0	1
89	40
0	31
0	9
81	45
0	23
0	831
0	763
0	722
0	761
0	811
2	800
0	787
0	840
1	741
2	805
25	474
8	8
0	204
21	49
6	89
199	1867
4	745
23	1767
0	0
12	482
6	56
53	167
1	182
7	37
16	58
18	4
4	85
1	70
4	77
0	11
0	17
0	17
0	16
0	17
18	0
15	175
22	161
14	156
9	93
0	576
1	475
283	575
0	2
2	0
16	6882
0	6506
0	5954
0	6330
0	285
3	361
8	230
2	22
12	262
70	1392
0	55
6	31
2	31
0	30
3	0
7	28
1	20
12	0
0	0
0	234
0	224
0	257
0	254
21	184
0	232
1	243
0	50
0	183
0	104
0	81
0	82
1	46
1	23
3	27
0	28
0	10
0	14
0	2
2	3
0	0
0	0
0	0
0	0
2	0
1	2
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2237
6	2103
0	2102
0	1930
26	1217
4	955
0	558
0	523
623	0
0	1
1	0
1	2
0	1
0	0
7	3
2	518
0	556
0	518
0	324
0	372
0	262
0	293
0	76
0	271
3	190
1	64
0	65
1	120
0	116
3	130
0	8
0	50
0	63
1	104
13	0
0	0
6	0
0	58
0	48
4	59
0	59
0	4
0	54
0	3
7	16
14	369
14	389
4	280
0	239
2	10
0	36
1	41
4	4
26	83
0	52
9	38
0	31
0	0
0	0
20	172
10	73
0	24
0	115
3	81
0	504
0	482
0	628
0	820
0	820
0	146
0	696
0	868
0	629
36	570
7	331
0	563
0	819
0	653
0	559
0	722
0	753
0	257
2	126
1	88
0	617
0	144
0	208
0	223
1	148
1	171
0	286
0	31
3	85
0	301
2	204
0	165
0	231
0	201
0	201
0	4
2	3
0	111
0	216
0	141
0	84
0	135
0	129
0	88
0	83
0	64
0	85
0	0
0	6
0	1
0	0
9	0
2	107
153	133
4	38
14	0
0	1269
33	1246
0	906
0	227
0	303
1	127
0	72
10	129
0	0
0	15
3	25
0	28
0	21
2	28
0	11
0	10
4	8
1	0
5	0
4	1172
177	1108
5	1104
43	1160
14	186
0	67
1	0
0	1006
9	1444
6	1078
3	652
0	1969
1	1246
0	823
4	1735
0	1604
0	725
1	1065
0	292
4	331
0	276
5	324
0	551
14	55
2	266
1	22
0	83
0	234
0	214
0	209
0	233
0	14
0	17
0	210
4	205
0	73
136	889
2	347
25	685
21	35
13	546
1	262
0	4
20	71
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	70
6	292
64	362
1	26
2	58
0	0
1	0
0	219
0	104
0	147
0	49
2	60
7	58
2	5
0	1
0	745
4	586
0	691
0	592
0	626
0	6
0	104
0	163
0	3
0	3
2	0
301	1361
3	915
0	451
44	199
0	3
7	41
0	0
119	0
6	0
40	9
1	285
0	294
0	262
0	303
3	277
0	281
0	290
6	26
2	21
4	301
0	40
0	225
0	31
1	16
0	23
0	288
1	170
0	16
0	234
2	221
0	9
1	8
0	224
0	46
4	11
